,datetime,id,open,high,low,close,volume,open_oi,close_oi,symbol,duration
0,1.6424352e+18,0.0,662.5,667.0,651.5,666.0,1340.0,0.0,298.0,DCE.i2301,86400
1,1.6425216e+18,1.0,668.0,695.0,668.0,690.5,394.0,298.0,371.0,DCE.i2301,86400
2,1.642608e+18,2.0,695.0,699.5,689.0,694.5,484.0,371.0,435.0,DCE.i2301,86400
3,1.6426944e+18,3.0,694.5,713.5,694.0,705.0,823.0,435.0,685.0,DCE.i2301,86400
4,1.6429536e+18,4.0,708.5,725.0,696.0,697.5,1162.0,685.0,958.0,DCE.i2301,86400
5,1.64304e+18,5.0,699.0,716.5,692.0,715.0,767.0,958.0,1062.0,DCE.i2301,86400
6,1.6431264e+18,6.0,718.0,722.0,705.0,719.0,851.0,1062.0,1079.0,DCE.i2301,86400
7,1.6432128e+18,7.0,722.0,727.5,711.5,719.0,446.0,1079.0,1114.0,DCE.i2301,86400
8,1.6432992e+18,8.0,720.0,762.5,719.0,757.0,1130.0,1114.0,1062.0,DCE.i2301,86400
9,1.6441632e+18,9.0,755.0,770.0,737.0,752.0,716.0,1062.0,1211.0,DCE.i2301,86400
10,1.6442496e+18,10.0,754.0,778.5,753.5,760.0,2962.0,1211.0,2711.0,DCE.i2301,86400
11,1.644336e+18,11.0,757.0,757.0,725.0,727.0,3005.0,2711.0,4122.0,DCE.i2301,86400
12,1.6444224e+18,12.0,730.0,762.0,726.0,758.5,1897.0,4122.0,4723.0,DCE.i2301,86400
13,1.6445088e+18,13.0,760.0,780.5,740.0,740.0,3280.0,4723.0,5701.0,DCE.i2301,86400
14,1.644768e+18,14.0,740.0,740.0,708.0,723.0,3952.0,5701.0,6946.0,DCE.i2301,86400
15,1.6448544e+18,15.0,719.5,720.5,650.0,651.5,7811.0,6946.0,10164.0,DCE.i2301,86400
16,1.6449408e+18,16.0,654.0,676.0,651.0,671.5,6072.0,10164.0,12382.0,DCE.i2301,86400
17,1.6450272e+18,17.0,672.0,677.0,639.0,645.0,7953.0,12382.0,15790.0,DCE.i2301,86400
18,1.6451136e+18,18.0,642.0,653.0,632.5,649.5,5526.0,15790.0,16420.0,DCE.i2301,86400
19,1.6453728e+18,19.0,650.0,659.0,635.0,658.5,6931.0,16420.0,17146.0,DCE.i2301,86400
20,1.6454592e+18,20.0,660.0,668.5,639.0,639.5,7457.0,17146.0,18508.0,DCE.i2301,86400
21,1.6455456e+18,21.0,639.0,671.0,637.0,658.5,7637.0,18508.0,18892.0,DCE.i2301,86400
22,1.645632e+18,22.0,659.0,672.5,653.5,665.5,6368.0,18892.0,19432.0,DCE.i2301,86400
23,1.6457184e+18,23.0,668.0,672.0,624.0,643.5,9609.0,19432.0,20608.0,DCE.i2301,86400
24,1.6459776e+18,24.0,644.0,671.0,643.5,664.5,8812.0,20608.0,19466.0,DCE.i2301,86400
25,1.646064e+18,25.0,666.5,696.0,664.5,693.0,6323.0,19466.0,18193.0,DCE.i2301,86400
26,1.6461504e+18,26.0,691.0,717.0,691.0,711.5,11709.0,18193.0,15803.0,DCE.i2301,86400
27,1.6462368e+18,27.0,713.5,765.0,711.0,745.5,14649.0,15803.0,16117.0,DCE.i2301,86400
28,1.6463232e+18,28.0,743.0,784.5,743.0,769.0,11797.0,16117.0,12588.0,DCE.i2301,86400
29,1.6465824e+18,29.0,769.0,826.5,760.5,821.5,11728.0,12588.0,11468.0,DCE.i2301,86400
30,1.6466688e+18,30.0,822.0,823.5,767.5,795.0,10179.0,11468.0,12823.0,DCE.i2301,86400
31,1.6467552e+18,31.0,794.0,804.5,766.0,768.0,8207.0,12823.0,13564.0,DCE.i2301,86400
32,1.6468416e+18,32.0,765.0,774.5,721.0,762.5,10974.0,13564.0,14810.0,DCE.i2301,86400
33,1.646928e+18,33.0,764.0,792.0,751.5,780.0,9783.0,14810.0,15312.0,DCE.i2301,86400
34,1.6471872e+18,34.0,777.5,780.5,734.0,735.0,13599.0,15312.0,17712.0,DCE.i2301,86400
35,1.6472736e+18,35.0,739.0,749.5,711.5,723.0,13835.0,17712.0,18202.0,DCE.i2301,86400
36,1.64736e+18,36.0,716.0,768.0,711.5,766.0,13083.0,18202.0,18360.0,DCE.i2301,86400
37,1.6474464e+18,37.0,768.0,781.0,757.5,776.5,10764.0,18360.0,18759.0,DCE.i2301,86400
38,1.6475328e+18,38.0,779.0,797.0,778.0,796.5,9421.0,18759.0,19353.0,DCE.i2301,86400
39,1.647792e+18,39.0,801.0,805.5,782.0,798.0,7620.0,19353.0,19275.0,DCE.i2301,86400
40,1.6478784e+18,40.0,798.0,798.0,770.0,771.0,6959.0,19275.0,20522.0,DCE.i2301,86400
41,1.6479648e+18,41.0,768.0,792.0,761.0,790.0,7137.0,20522.0,21688.0,DCE.i2301,86400
42,1.6480512e+18,42.0,790.0,800.0,781.0,785.0,6837.0,21688.0,22940.0,DCE.i2301,86400
43,1.6481376e+18,43.0,790.0,820.0,786.0,818.0,11577.0,22940.0,24379.0,DCE.i2301,86400
44,1.6483968e+18,44.0,817.0,850.0,816.5,836.5,14194.0,24379.0,23087.0,DCE.i2301,86400
45,1.6484832e+18,45.0,840.0,849.5,824.5,835.0,24887.0,23087.0,26699.0,DCE.i2301,86400
46,1.6485696e+18,46.0,832.0,868.5,813.0,866.5,27004.0,26699.0,30908.0,DCE.i2301,86400
47,1.648656e+18,47.0,875.0,884.0,841.0,866.0,40716.0,30908.0,32718.0,DCE.i2301,86400
48,1.6487424e+18,48.0,864.5,896.0,857.0,894.5,34986.0,32718.0,32097.0,DCE.i2301,86400
49,1.6491744e+18,49.0,895.0,915.0,881.5,898.0,29072.0,32097.0,34340.0,DCE.i2301,86400
50,1.6492608e+18,50.0,898.0,907.5,866.5,874.5,43213.0,34340.0,37777.0,DCE.i2301,86400
51,1.6493472e+18,51.0,875.0,900.5,861.5,892.0,67056.0,37777.0,40840.0,DCE.i2301,86400
52,1.6496064e+18,52.0,897.0,897.0,836.0,843.5,61185.0,40840.0,41328.0,DCE.i2301,86400
53,1.6496928e+18,53.0,845.0,897.5,845.0,895.5,57222.0,41328.0,44838.0,DCE.i2301,86400
54,1.6497792e+18,54.0,895.5,902.5,853.0,855.0,87767.0,44838.0,49782.0,DCE.i2301,86400
55,1.6498656e+18,55.0,862.5,880.5,841.0,871.5,77543.0,49782.0,54484.0,DCE.i2301,86400
56,1.649952e+18,56.0,871.0,896.0,871.0,888.0,55155.0,54484.0,55816.0,DCE.i2301,86400
57,1.6502112e+18,57.0,888.0,905.0,872.5,894.5,70558.0,55816.0,66250.0,DCE.i2301,86400
58,1.6502976e+18,58.0,898.0,914.5,860.0,861.0,89901.0,66250.0,71710.0,DCE.i2301,86400
59,1.650384e+18,59.0,861.0,889.5,858.5,867.0,73066.0,71710.0,73265.0,DCE.i2301,86400
60,1.6504704e+18,60.0,873.0,878.0,854.0,864.5,63113.0,73265.0,75063.0,DCE.i2301,86400
61,1.6505568e+18,61.0,866.0,869.0,826.0,829.0,88930.0,75063.0,75731.0,DCE.i2301,86400
62,1.650816e+18,62.0,827.0,832.5,750.5,751.5,106552.0,75731.0,85830.0,DCE.i2301,86400
63,1.6509024e+18,63.0,752.0,784.0,743.0,769.0,80673.0,85830.0,92122.0,DCE.i2301,86400
64,1.6509888e+18,64.0,774.5,794.0,767.0,781.5,94688.0,92122.0,96282.0,DCE.i2301,86400
65,1.6510752e+18,65.0,781.5,809.0,773.0,806.5,94041.0,96282.0,100256.0,DCE.i2301,86400
66,1.6511616e+18,66.0,808.0,830.0,794.0,825.0,88949.0,100256.0,101598.0,DCE.i2301,86400
67,1.65168e+18,67.0,820.0,837.5,812.0,823.0,64654.0,101598.0,108230.0,DCE.i2301,86400
68,1.6517664e+18,68.0,829.5,835.0,773.5,775.0,89132.0,108230.0,118997.0,DCE.i2301,86400
69,1.6520256e+18,69.0,771.0,786.0,750.0,759.5,115749.0,118997.0,123865.0,DCE.i2301,86400
70,1.652112e+18,70.0,750.5,762.5,711.0,729.5,122784.0,123865.0,127047.0,DCE.i2301,86400
71,1.6521984e+18,71.0,735.0,780.0,733.5,771.0,103969.0,127047.0,127281.0,DCE.i2301,86400
72,1.6522848e+18,72.0,765.0,788.5,748.5,751.5,128106.0,127281.0,135265.0,DCE.i2301,86400
73,1.6523712e+18,73.0,744.0,778.0,739.0,777.0,118668.0,135265.0,135882.0,DCE.i2301,86400
74,1.6526304e+18,74.0,775.0,791.0,763.0,789.0,127687.0,135882.0,141111.0,DCE.i2301,86400
75,1.6527168e+18,75.0,790.0,804.0,780.5,785.5,103691.0,141111.0,144635.0,DCE.i2301,86400
76,1.6528032e+18,76.0,788.0,796.0,749.0,750.0,119454.0,144635.0,152335.0,DCE.i2301,86400
77,1.6528896e+18,77.0,750.0,779.5,736.5,777.0,149528.0,152335.0,155026.0,DCE.i2301,86400
78,1.652976e+18,78.0,775.0,797.0,771.0,794.0,109893.0,155026.0,155430.0,DCE.i2301,86400
79,1.6532352e+18,79.0,793.0,825.5,791.5,808.0,140039.0,155430.0,163859.0,DCE.i2301,86400
80,1.6533216e+18,80.0,808.0,811.0,769.5,773.0,131679.0,163859.0,164667.0,DCE.i2301,86400
81,1.653408e+18,81.0,770.5,800.0,770.0,796.0,132558.0,164667.0,165477.0,DCE.i2301,86400
82,1.6534944e+18,82.0,796.0,796.0,757.5,780.5,172021.0,165477.0,170716.0,DCE.i2301,86400
83,1.6535808e+18,83.0,782.0,811.5,779.0,806.0,128132.0,170716.0,167082.0,DCE.i2301,86400
84,1.65384e+18,84.0,804.0,824.5,802.0,815.5,130328.0,167082.0,172943.0,DCE.i2301,86400
85,1.6539264e+18,85.0,816.0,839.0,815.5,825.0,114310.0,172943.0,174286.0,DCE.i2301,86400
86,1.6540128e+18,86.0,825.5,849.0,824.5,840.5,100187.0,174286.0,175677.0,DCE.i2301,86400
87,1.6540992e+18,87.0,845.0,872.0,840.0,870.5,111057.0,175677.0,180399.0,DCE.i2301,86400
88,1.6544448e+18,88.0,865.0,880.0,858.0,862.5,78544.0,180399.0,185661.0,DCE.i2301,86400
89,1.6545312e+18,89.0,860.0,881.0,859.0,866.0,103721.0,185661.0,196939.0,DCE.i2301,86400
90,1.6546176e+18,90.0,868.0,882.5,854.5,863.0,124786.0,196939.0,201603.0,DCE.i2301,86400
91,1.654704e+18,91.0,864.5,877.0,857.0,862.5,108562.0,201603.0,201626.0,DCE.i2301,86400
92,1.6547904e+18,92.0,859.5,867.5,845.0,845.0,108255.0,201626.0,201903.0,DCE.i2301,86400
93,1.6550496e+18,93.0,848.0,853.5,812.5,824.5,144271.0,201903.0,204521.0,DCE.i2301,86400
94,1.655136e+18,94.0,825.0,827.5,800.0,817.5,129276.0,204521.0,203499.0,DCE.i2301,86400
95,1.6552224e+18,95.0,816.5,828.5,793.5,794.0,153299.0,203499.0,212201.0,DCE.i2301,86400
96,1.6553088e+18,96.0,799.5,814.5,790.5,792.5,145466.0,212201.0,211259.0,DCE.i2301,86400
97,1.6553952e+18,97.0,790.0,790.0,744.0,748.0,251747.0,211259.0,218439.0,DCE.i2301,86400
98,1.6556544e+18,98.0,745.0,752.5,680.5,687.5,308944.0,218439.0,237275.0,DCE.i2301,86400
99,1.6557408e+18,99.0,690.5,714.5,676.5,690.0,261948.0,237275.0,240272.0,DCE.i2301,86400
100,1.6558272e+18,100.0,697.5,702.0,661.0,669.5,252275.0,240272.0,256792.0,DCE.i2301,86400
101,1.6559136e+18,101.0,672.0,709.0,667.5,705.5,291583.0,256792.0,258167.0,DCE.i2301,86400
102,1.656e+18,102.0,712.5,719.5,681.0,693.0,279145.0,258167.0,268154.0,DCE.i2301,86400
103,1.6562592e+18,103.0,696.5,730.0,687.5,725.5,237200.0,268154.0,267341.0,DCE.i2301,86400
104,1.6563456e+18,104.0,728.0,750.0,714.0,747.5,224439.0,267341.0,266108.0,DCE.i2301,86400
105,1.656432e+18,105.0,748.5,758.5,736.5,741.0,209772.0,266108.0,266988.0,DCE.i2301,86400
106,1.6565184e+18,106.0,750.0,754.0,726.5,732.0,208676.0,266988.0,273255.0,DCE.i2301,86400
107,1.6566048e+18,107.0,725.0,725.0,694.0,696.0,257091.0,273255.0,270694.0,DCE.i2301,86400
108,1.656864e+18,108.0,701.0,709.5,662.5,665.0,236871.0,270694.0,281175.0,DCE.i2301,86400
109,1.6569504e+18,109.0,668.0,693.5,657.0,685.0,270941.0,281175.0,279366.0,DCE.i2301,86400
110,1.6570368e+18,110.0,678.0,685.5,645.5,678.5,355109.0,279366.0,289835.0,DCE.i2301,86400
111,1.6571232e+18,111.0,679.0,703.0,668.0,688.0,291715.0,289835.0,287814.0,DCE.i2301,86400
112,1.6572096e+18,112.0,696.5,711.0,681.0,683.0,240448.0,287814.0,294784.0,DCE.i2301,86400
113,1.6574688e+18,113.0,684.0,700.0,654.0,670.5,330210.0,294784.0,304576.0,DCE.i2301,86400
114,1.6575552e+18,114.0,672.5,672.5,637.0,639.5,334141.0,304576.0,312282.0,DCE.i2301,86400
115,1.6576416e+18,115.0,636.0,664.0,630.0,663.0,333638.0,312282.0,315092.0,DCE.i2301,86400
116,1.657728e+18,116.0,651.0,660.0,630.0,630.5,344358.0,315092.0,333458.0,DCE.i2301,86400
117,1.6578144e+18,117.0,617.0,627.0,598.0,600.5,401738.0,333458.0,334078.0,DCE.i2301,86400
118,1.6580736e+18,118.0,605.0,634.5,602.0,631.0,321366.0,334078.0,320576.0,DCE.i2301,86400
119,1.65816e+18,119.0,636.0,644.5,618.0,624.0,336590.0,320576.0,337859.0,DCE.i2301,86400
120,1.6582464e+18,120.0,615.0,646.0,607.0,636.0,352801.0,337859.0,345868.0,DCE.i2301,86400
121,1.6583328e+18,121.0,632.0,642.0,625.0,635.5,289795.0,345868.0,353818.0,DCE.i2301,86400
122,1.6584192e+18,122.0,627.0,645.0,620.0,644.5,333355.0,353818.0,355206.0,DCE.i2301,86400
123,1.6586784e+18,123.0,650.0,681.0,648.0,669.5,356011.0,355206.0,353272.0,DCE.i2301,86400
124,1.6587648e+18,124.0,672.0,695.5,661.0,695.0,299815.0,353272.0,355703.0,DCE.i2301,86400
125,1.6588512e+18,125.0,699.0,699.0,672.0,684.5,300414.0,355703.0,373042.0,DCE.i2301,86400
126,1.6589376e+18,126.0,687.0,732.0,680.5,727.0,382956.0,373042.0,378126.0,DCE.i2301,86400
127,1.659024e+18,127.0,718.0,729.5,703.5,715.0,352494.0,378126.0,388224.0,DCE.i2301,86400
128,1.6592832e+18,128.0,714.5,748.5,714.5,722.5,457860.0,388224.0,411474.0,DCE.i2301,86400
129,1.6593696e+18,129.0,716.0,739.0,711.5,735.5,417173.0,411474.0,425924.0,DCE.i2301,86400
130,1.659456e+18,130.0,732.5,737.5,715.0,719.0,415884.0,425924.0,440642.0,DCE.i2301,86400
131,1.6595424e+18,131.0,719.0,725.0,688.0,688.5,561552.0,440642.0,470650.0,DCE.i2301,86400
132,1.6596288e+18,132.0,692.0,731.0,686.5,723.0,727895.0,470650.0,534304.0,DCE.i2301,86400
133,1.659888e+18,133.0,718.0,745.5,715.5,737.5,682335.0,534304.0,565571.0,DCE.i2301,86400
134,1.6599744e+18,134.0,740.0,755.0,722.5,723.0,792737.0,565571.0,596223.0,DCE.i2301,86400
135,1.6600608e+18,135.0,727.0,735.0,713.5,724.5,756957.0,596223.0,612333.0,DCE.i2301,86400
136,1.6601472e+18,136.0,732.5,744.0,721.0,741.0,797714.0,612333.0,640095.0,DCE.i2301,86400
137,1.6602336e+18,137.0,741.0,744.0,716.0,730.5,747488.0,640095.0,639099.0,DCE.i2301,86400
138,1.6604928e+18,138.0,728.0,738.5,703.5,707.5,966224.0,639099.0,667462.0,DCE.i2301,86400
139,1.6605792e+18,139.0,700.0,728.0,696.5,720.5,684029.0,667462.0,667848.0,DCE.i2301,86400
140,1.6606656e+18,140.0,720.0,723.5,683.5,684.0,858455.0,667848.0,684691.0,DCE.i2301,86400
141,1.660752e+18,141.0,686.0,700.5,676.5,678.5,924696.0,684691.0,702709.0,DCE.i2301,86400
142,1.6608384e+18,142.0,683.0,691.5,672.0,673.5,867439.0,702709.0,711214.0,DCE.i2301,86400
143,1.6610976e+18,143.0,675.0,698.0,672.5,690.5,736537.0,711214.0,695277.0,DCE.i2301,86400
144,1.661184e+18,144.0,690.5,709.5,681.5,705.0,740190.0,695277.0,701893.0,DCE.i2301,86400
145,1.6612704e+18,145.0,707.5,717.5,697.5,716.0,735635.0,701893.0,688078.0,DCE.i2301,86400
146,1.6613568e+18,146.0,717.5,721.5,702.5,705.5,779160.0,688078.0,687387.0,DCE.i2301,86400
147,1.6614432e+18,147.0,708.0,735.5,707.5,735.0,814280.0,687387.0,710993.0,DCE.i2301,86400
148,1.6617024e+18,148.0,730.5,736.5,704.0,714.0,854230.0,710993.0,685463.0,DCE.i2301,86400
149,1.6617888e+18,149.0,714.0,716.0,680.5,682.0,820763.0,685463.0,714700.0,DCE.i2301,86400
150,1.6618752e+18,150.0,686.0,691.0,677.0,685.0,691334.0,714700.0,734188.0,DCE.i2301,86400
151,1.6619616e+18,151.0,692.5,697.5,673.5,675.5,853397.0,734188.0,742469.0,DCE.i2301,86400
152,1.662048e+18,152.0,668.5,677.0,652.0,667.5,928331.0,742469.0,735828.0,DCE.i2301,86400
153,1.6623072e+18,153.0,667.5,696.5,663.0,692.0,852995.0,735828.0,717978.0,DCE.i2301,86400
154,1.6623936e+18,154.0,693.5,699.5,685.5,691.5,624066.0,717978.0,730392.0,DCE.i2301,86400
155,1.66248e+18,155.0,690.0,698.0,675.5,680.0,750177.0,730392.0,737994.0,DCE.i2301,86400
156,1.6625664e+18,156.0,680.0,708.5,678.0,706.0,880171.0,737994.0,740548.0,DCE.i2301,86400
157,1.6626528e+18,157.0,707.0,724.5,703.5,720.5,702196.0,740548.0,754380.0,DCE.i2301,86400
